,L,R,F,M,C
52096,23 days 14:24:00,23.466666666666665,2,5966,0.4
52097,40 days 13:36:00,22.033333333333335,2,5966,0.4
52098,78 days 19:12:00,17.633333333333333,3,5602,0.425937165
52099,35 days 16:00:00,4.766666666666667,3,5194,0.45938583
52100,89 days 02:24:00,14.366666666666667,2,2892,0.825
52101,16 days 03:12:00,11.666666666666666,3,3605,0.661830791
52102,65 days 12:48:00,11.033333333333333,2,2892,0.825
52103,36 days 00:48:00,9.3,3,3519,0.677962489
52104,13 days 00:48:00,13.1,2,3848,0.619971414
52105,20 days 04:00:00,8.533333333333333,2,4078,0.585
52106,66 days 03:12:00,21.333333333333332,2,3408,0.7
52107,28 days 20:00:00,16.966666666666665,4,4940,0.48291498
52108,91 days 00:00:00,5.333333333333333,3,3138,0.76
52109,26 days 04:48:00,15.2,4,3303,0.722010294
52110,28 days 14:24:00,19.566666666666666,2,3994,0.597095643
52111,44 days 23:12:00,7.733333333333333,3,4086,0.583649046
52112,82 days 08:48:00,1.9666666666666666,2,2726,0.874761555
52113,96 days 10:24:00,23.366666666666667,2,2075,1.149156627
52114,23 days 16:48:00,7.0,3,4533,0.525951908
52115,28 days 15:12:00,10.333333333333334,4,3225,0.73924031
52116,22 days 15:12:00,15.666666666666666,2,2620,0.909923664
52117,14 days 11:12:00,13.666666666666666,2,4146,0.575
52118,21 days 22:24:00,0.9333333333333333,3,3321,0.71767841
52119,26 days 11:12:00,2.066666666666667,2,3741,0.637102379
52120,39 days 02:24:00,9.7,2,2419,0.985051674
52121,23 days 07:12:00,20.733333333333334,2,3404,0.7
52122,55 days 17:36:00,10.366666666666667,3,3135,0.76
52123,26 days 12:48:00,7.6,4,3769,0.632149111
52124,67 days 16:00:00,10.333333333333334,3,6797,0.350514933
52125,44 days 05:36:00,2.3,5,3511,0.678553119
52126,99 days 20:00:00,5.333333333333333,4,4644,0.51294143
52127,17 days 04:48:00,10.533333333333333,3,3493,0.681935299
52128,17 days 18:24:00,17.6,2,2382,1.0
52129,95 days 05:36:00,18.3,5,3474,0.685621762
52130,28 days 12:48:00,16.766666666666666,4,5079,0.468901359
52131,75 days 17:36:00,20.0,3,3126,0.761852207
52132,37 days 08:48:00,11.3,2,3572,0.66668533
52133,28 days 16:00:00,7.966666666666667,4,3261,0.730190126
52134,109 days 00:48:00,19.666666666666668,2,3523,0.675745104
52135,21 days 18:24:00,15.566666666666666,2,4761,0.5
52136,28 days 08:48:00,0.6,3,3621,0.657412317
52137,82 days 19:12:00,0.36666666666666664,3,4128,0.576666667
52138,42 days 10:24:00,8.733333333333333,4,4249,0.560230643
52139,19 days 20:00:00,13.033333333333333,2,2741,0.868423933
52140,13 days 15:12:00,1.0,2,2958,0.80469236
52141,53 days 03:12:00,2.3,2,3934,0.605
52142,56 days 21:36:00,1.4333333333333333,2,3934,0.605
52143,29 days 10:24:00,0.6333333333333333,2,3934,0.605
52144,18 days 01:36:00,17.266666666666666,2,2380,1.0
52145,76 days 20:48:00,18.333333333333332,2,2800,0.85
52146,50 days 10:24:00,12.6,3,3476,0.684508055
52147,35 days 23:12:00,13.9,3,5948,0.4
52148,13 days 15:12:00,2.8666666666666667,5,6876,0.345954043
52149,25 days 19:12:00,2.566666666666667,2,2992,0.795003342
52150,48 days 01:36:00,1.7,5,4998,0.475908363
52151,96 days 08:48:00,2.3,2,5086,0.467626819
52152,23 days 08:48:00,3.3333333333333335,3,2944,0.8078125
52153,82 days 20:00:00,12.266666666666667,6,4619,0.5148517
52154,34 days 16:48:00,4.4,2,5344,0.445
52155,47 days 22:24:00,2.433333333333333,2,2566,0.926742011
52156,32 days 03:12:00,14.9,2,2378,1.0
52157,12 days 19:12:00,0.9,3,6150,0.386666667
52158,41 days 13:36:00,12.133333333333333,2,2378,1.0
52159,51 days 21:36:00,20.133333333333333,4,2320,1.025
52160,73 days 08:48:00,17.3,2,2714,0.876142225
52161,50 days 07:12:00,3.5,2,3694,0.643695181
52162,14 days 20:48:00,14.566666666666666,4,5944,0.4
52163,14 days 20:48:00,14.566666666666666,4,5944,0.4
52164,14 days 20:48:00,14.566666666666666,4,5944,0.4
52165,57 days 20:00:00,4.333333333333333,7,3030,0.784673267
52166,34 days 09:36:00,7.1,2,4099,0.58
52167,37 days 02:24:00,17.666666666666668,2,4618,0.514811607
52168,25 days 00:00:00,19.933333333333334,3,3156,0.753263625
52169,24 days 10:24:00,16.933333333333334,3,4682,0.507699701
52170,18 days 16:48:00,18.033333333333335,2,5942,0.4
52171,31 days 16:00:00,22.966666666666665,2,2376,1.0
52172,19 days 21:36:00,0.9666666666666667,4,3599,0.660155599
52173,69 days 11:12:00,10.1,3,4199,0.565789474
52174,88 days 04:00:00,22.866666666666667,2,5018,0.473375847
52175,21 days 21:36:00,1.3,5,3245,0.732
52176,21 days 06:24:00,0.4,2,2695,0.881376623
52177,48 days 21:36:00,18.833333333333332,4,3239,0.733312751
52178,15 days 11:12:00,11.366666666666667,5,4158,0.571127946
52179,37 days 01:36:00,8.233333333333333,2,2833,0.838100953
52180,20 days 00:48:00,15.2,3,3278,0.724313606
52181,42 days 07:12:00,10.2,5,2895,0.82
52182,12 days 12:48:00,1.7333333333333334,5,5395,0.44
52183,18 days 20:48:00,5.733333333333333,2,3207,0.740159027
52184,23 days 16:48:00,4.266666666666667,3,2946,0.80568907
52185,61 days 11:12:00,5.933333333333334,2,3079,0.770808704
52186,19 days 16:48:00,7.066666666666666,2,3082,0.77
52187,42 days 04:48:00,12.533333333333333,3,4142,0.57293578
52188,16 days 12:48:00,10.5,2,1582,1.5
52189,30 days 04:48:00,20.433333333333334,2,3390,0.7
52190,53 days 08:48:00,20.466666666666665,2,3390,0.7
52191,45 days 12:00:00,0.23333333333333334,5,4427,0.536013101
52192,40 days 08:48:00,5.966666666666667,3,4875,0.486730256
52193,41 days 21:36:00,2.3333333333333335,2,3912,0.606472393
52194,12 days 04:00:00,9.666666666666666,3,5272,0.45
52195,13 days 21:36:00,13.966666666666667,2,3643,0.651221521
52196,13 days 20:00:00,4.066666666666666,2,3621,0.655067661
52197,18 days 08:48:00,7.533333333333333,2,2734,0.867556693
52198,70 days 14:24:00,12.733333333333333,2,2612,0.908039816
52199,52 days 06:24:00,0.2,4,3309,0.71674524
52200,22 days 13:36:00,11.966666666666667,2,3266,0.725949173
52201,33 days 21:36:00,10.833333333333334,2,4516,0.525
52202,17 days 10:24:00,3.466666666666667,5,3367,0.704018414
52203,78 days 14:24:00,21.866666666666667,4,3554,0.666966798
52204,18 days 20:00:00,18.6,2,2370,1.0
52205,23 days 21:36:00,12.866666666666667,2,3091,0.766725979
52206,47 days 19:12:00,1.6333333333333333,4,2727,0.86876421
52207,86 days 10:24:00,18.5,2,2369,1.0
52208,30 days 20:00:00,17.633333333333333,3,2538,0.933333333
52209,12 days 12:48:00,7.133333333333334,2,2743,0.863580022
52210,17 days 02:24:00,7.666666666666667,3,4131,0.573403534
52211,20 days 09:36:00,5.2,2,4290,0.552086247
52212,86 days 05:36:00,4.066666666666666,3,5730,0.413333333
52213,105 days 16:48:00,8.066666666666666,4,3820,0.62
52214,48 days 15:12:00,17.5,2,4986,0.475
52215,31 days 13:36:00,21.566666666666666,3,4796,0.493786489
52216,63 days 20:00:00,0.6666666666666666,5,6134,0.386071079
52217,14 days 23:12:00,14.9,2,4736,0.5
52218,36 days 01:36:00,17.4,2,4736,0.5
52219,25 days 18:24:00,9.266666666666667,4,4232,0.559532136
52220,71 days 16:48:00,2.7333333333333334,2,4154,0.57
52221,44 days 02:24:00,0.06666666666666667,3,6231,0.38
52222,62 days 04:00:00,0.8,3,6231,0.38
52223,12 days 16:48:00,0.36666666666666664,3,4221,0.560836295
52224,20 days 06:24:00,15.033333333333333,2,3697,0.640289424
52225,54 days 11:12:00,18.6,2,3287,0.720139945
52226,80 days 18:24:00,11.0,3,3668,0.645310796
52227,66 days 15:12:00,18.633333333333333,6,2367,1.0
52228,28 days 12:00:00,9.1,4,4452,0.53166442
52229,83 days 04:00:00,4.333333333333333,2,2752,0.86
52230,27 days 15:12:00,7.733333333333333,4,2826,0.837473461
52231,57 days 03:12:00,0.3333333333333333,4,4178,0.566409765
52232,30 days 09:36:00,9.3,4,5144,0.46
52233,79 days 20:00:00,13.233333333333333,3,3545,0.6674189
52234,23 days 15:12:00,19.966666666666665,2,2402,0.98501249
52235,18 days 14:24:00,3.1666666666666665,4,5648,0.41878187
52236,35 days 05:36:00,7.366666666666666,2,3275,0.722073282
52237,19 days 11:12:00,19.533333333333335,2,2429,0.973281186
52238,97 days 00:00:00,1.1333333333333333,4,5509,0.429094209
52239,13 days 04:48:00,0.26666666666666666,5,5395,0.438
52240,82 days 22:24:00,18.133333333333333,2,2780,0.85
52241,12 days 04:00:00,10.166666666666666,3,3235,0.730426584
52242,23 days 08:48:00,0.7333333333333333,2,4044,0.584287834
52243,70 days 14:24:00,11.533333333333333,4,2430,0.972098765
52244,78 days 14:24:00,2.7,3,3431,0.688332848
52245,64 days 19:12:00,3.933333333333333,4,3748,0.630037353
52246,39 days 01:36:00,5.466666666666667,3,2964,0.796666667
52247,24 days 20:48:00,2.6,3,3990,0.591789474
52248,13 days 19:12:00,8.1,2,3571,0.661220947
52249,69 days 18:24:00,2.2666666666666666,5,4866,0.485240444
52250,17 days 13:36:00,6.6,2,3349,0.705010451
52251,27 days 10:24:00,5.966666666666667,3,5977,0.394989125
52252,34 days 18:24:00,5.6,2,2566,0.92
52253,46 days 08:00:00,2.3666666666666667,3,5491,0.429907121
52254,44 days 16:48:00,19.266666666666666,3,2456,0.961115635
52255,29 days 04:48:00,21.433333333333334,2,3934,0.6
52256,30 days 15:12:00,24.033333333333335,2,3934,0.6
52257,19 days 22:24:00,16.566666666666666,2,3934,0.6
52258,19 days 03:12:00,18.266666666666666,2,3934,0.6
52259,29 days 02:24:00,16.2,3,5901,0.4
52260,15 days 08:48:00,14.7,2,3934,0.6
52261,15 days 08:00:00,12.9,2,3934,0.6
52262,87 days 20:00:00,17.6,2,3934,0.6
52263,14 days 20:00:00,14.7,3,2360,1.0
52264,75 days 02:24:00,0.36666666666666664,2,2755,0.856588022
52265,26 days 21:36:00,5.1,3,3572,0.660652296
52266,45 days 08:00:00,10.533333333333333,2,3311,0.712715192
52267,78 days 03:12:00,20.166666666666668,2,3540,0.666610169
52268,15 days 17:36:00,6.9,3,2966,0.795573163
52269,42 days 16:48:00,1.0,4,3449,0.684154827
52270,96 days 19:12:00,11.7,3,3637,0.648721474
52271,29 days 13:36:00,0.5666666666666667,4,2649,0.890600227
52272,50 days 20:48:00,0.03333333333333333,4,4924,0.479108448
52273,73 days 04:00:00,12.133333333333333,3,5352,0.440751121
52274,96 days 00:48:00,0.03333333333333333,2,5684,0.415
52275,23 days 18:24:00,8.966666666666667,3,3160,0.746436709
52276,84 days 09:36:00,20.966666666666665,3,2785,0.846894075
52277,17 days 20:00:00,2.433333333333333,3,4899,0.481383956
52278,12 days 20:48:00,12.933333333333334,2,3775,0.624715232
52279,18 days 08:48:00,7.466666666666667,3,2476,0.952423263
52280,23 days 08:48:00,9.133333333333333,3,2163,1.09
52281,32 days 22:24:00,22.633333333333333,3,4116,0.572776968
52282,26 days 00:48:00,14.5,4,7061,0.333876221
52283,87 days 16:48:00,11.4,2,3275,0.719816794
52284,84 days 00:48:00,17.933333333333334,2,3510,0.671595442
52285,14 days 20:00:00,0.13333333333333333,3,7082,0.332849478
52286,27 days 20:00:00,5.633333333333334,4,3170,0.74359306
52287,28 days 19:12:00,16.566666666666666,2,2947,0.79976247
52288,56 days 12:00:00,3.6666666666666665,2,4043,0.582841949
52289,14 days 17:36:00,2.7666666666666666,3,4817,0.489159228
52290,25 days 00:00:00,22.5,3,3791,0.621537853
52291,49 days 16:00:00,0.13333333333333333,2,2912,0.809124313
52292,50 days 02:24:00,13.866666666666667,3,4185,0.562891278
52293,23 days 08:00:00,6.366666666666666,3,3347,0.70382432
52294,86 days 05:36:00,0.9666666666666667,4,3485,0.675802009
52295,66 days 02:24:00,6.966666666666667,4,3255,0.723526882
52296,22 days 09:36:00,8.7,3,2604,0.904389401
52297,77 days 00:00:00,4.033333333333333,2,3877,0.607425845
52298,15 days 08:00:00,1.5,3,3184,0.739528894
52299,19 days 07:12:00,16.333333333333332,3,6219,0.378597845
52300,75 days 13:36:00,16.0,2,2616,0.9
52301,106 days 07:12:00,14.133333333333333,2,2616,0.9
52302,17 days 03:12:00,15.933333333333334,2,2616,0.9
52303,108 days 06:24:00,13.366666666666667,2,2616,0.9
52304,56 days 10:24:00,10.8,2,2616,0.9
52305,54 days 22:24:00,20.7,2,2616,0.9
52306,24 days 19:12:00,19.2,2,2616,0.9
52307,14 days 05:36:00,6.233333333333333,2,2559,0.92
52308,109 days 08:48:00,3.033333333333333,3,2871,0.82
52309,18 days 12:00:00,13.666666666666666,2,3230,0.728854489
52310,48 days 19:12:00,4.633333333333334,4,4780,0.4925
52311,55 days 11:12:00,22.8,2,3775,0.623576159
52312,62 days 13:36:00,2.033333333333333,5,4430,0.531358916
52313,14 days 10:24:00,2.533333333333333,3,3359,0.700744269
52314,82 days 22:24:00,5.333333333333333,3,3997,0.588879159
52315,36 days 16:00:00,12.266666666666667,2,2728,0.862756598
52316,113 days 01:36:00,3.3333333333333335,6,5165,0.455626331
52317,45 days 16:48:00,10.833333333333334,4,3203,0.734701842
52318,17 days 22:24:00,6.633333333333334,3,4751,0.495306251
52319,48 days 04:48:00,3.3666666666666667,5,4451,0.528651988
52320,80 days 09:36:00,2.1333333333333333,2,2688,0.875364583
52321,55 days 06:24:00,14.7,4,3010,0.78166113
52322,13 days 12:00:00,4.066666666666666,3,3358,0.700607504
52323,15 days 07:12:00,10.3,2,3741,0.628869286
52324,40 days 15:12:00,17.6,2,3921,0.6
52325,17 days 10:24:00,14.133333333333333,4,3244,0.725
52326,91 days 19:12:00,6.666666666666667,2,3444,0.682897793
52327,90 days 05:36:00,2.1333333333333333,2,2600,0.9045
52328,82 days 06:24:00,10.233333333333333,3,3805,0.618028909
52329,19 days 12:48:00,5.966666666666667,5,8382,0.28051539
52330,19 days 19:12:00,16.966666666666665,2,3762,0.625
52331,47 days 02:24:00,8.466666666666667,2,2780,0.845755396
52332,18 days 15:12:00,12.166666666666666,2,2419,0.971971889
52333,60 days 15:12:00,6.6,3,2799,0.84
52334,73 days 15:12:00,0.03333333333333333,3,3684,0.638159609
52335,18 days 09:36:00,1.1666666666666667,4,6250,0.3760928
52336,73 days 04:48:00,7.533333333333333,2,3503,0.670973451
52337,22 days 20:00:00,6.366666666666666,5,2584,0.909442724
52338,54 days 04:00:00,9.066666666666666,2,3197,0.734967157
52339,74 days 08:48:00,10.433333333333334,2,3538,0.664104014
52340,21 days 20:48:00,14.1,2,5873,0.4
52341,52 days 11:12:00,6.3,2,2830,0.830053004
52342,34 days 00:48:00,5.4,2,3357,0.699687221
52343,96 days 17:36:00,5.333333333333333,4,2525,0.930194059
52344,66 days 03:12:00,19.7,3,2664,0.881644144
52345,71 days 17:36:00,13.7,2,3451,0.68055636
52346,16 days 06:24:00,11.566666666666666,2,2682,0.875615213
52347,29 days 11:12:00,21.833333333333332,2,3603,0.65176242
52348,41 days 20:48:00,6.1,4,5199,0.451644547
52349,88 days 01:36:00,1.4333333333333333,2,3368,0.697170428
52350,48 days 12:00:00,5.833333333333333,3,4166,0.56356217
52351,43 days 20:00:00,5.833333333333333,3,4166,0.56356217
52352,67 days 15:12:00,2.2,2,3183,0.737587182
52353,77 days 12:48:00,9.866666666666667,4,2601,0.902629758
52354,97 days 02:24:00,8.666666666666666,5,7293,0.321879885
52355,28 days 15:12:00,23.266666666666666,2,4268,0.55
52356,85 days 09:36:00,10.533333333333333,2,4268,0.55
52357,23 days 06:24:00,23.133333333333333,2,4268,0.55
52358,33 days 09:36:00,23.833333333333332,2,4268,0.55
52359,18 days 06:24:00,16.733333333333334,2,4268,0.55
52360,14 days 10:24:00,14.3,2,4268,0.55
52361,18 days 13:36:00,18.5,2,4268,0.55
52362,12 days 22:24:00,12.233333333333333,2,4268,0.55
52363,36 days 08:00:00,4.0,5,5742,0.408808777
52364,74 days 00:48:00,2.033333333333333,2,3260,0.72
52365,34 days 07:12:00,21.366666666666667,3,3929,0.597353016
52366,94 days 19:12:00,5.733333333333333,3,3068,0.764980443
52367,72 days 12:48:00,9.7,3,4690,0.500383795
52368,73 days 17:36:00,0.43333333333333335,3,3749,0.625937583
52369,37 days 18:24:00,18.133333333333333,2,4536,0.517328042
52370,31 days 09:36:00,10.033333333333333,4,5163,0.454474143
52371,102 days 10:24:00,0.4666666666666667,5,4066,0.577065912
52372,72 days 17:36:00,14.666666666666666,3,5844,0.401463039
52373,28 days 02:24:00,11.033333333333333,3,4098,0.572474378
52374,27 days 23:12:00,1.6333333333333333,3,2241,1.046666667
52375,19 days 11:12:00,10.7,5,6418,0.365464319
52376,63 days 01:36:00,0.6,2,2958,0.792914131
52377,15 days 13:36:00,0.6666666666666666,6,4247,0.552161526
52378,84 days 06:24:00,0.9666666666666667,2,4078,0.575
52379,27 days 00:00:00,2.5,6,4565,0.51358598
52380,76 days 02:24:00,18.333333333333332,2,2656,0.882699548
52381,18 days 12:00:00,14.333333333333334,4,3616,0.648354535
52382,46 days 18:24:00,4.633333333333334,2,3155,0.743023772
52383,32 days 12:00:00,3.8666666666666667,4,4011,0.584422837
52384,68 days 15:12:00,23.933333333333334,2,2930,0.8
52385,44 days 02:24:00,2.466666666666667,2,3405,0.688370044
52386,45 days 02:24:00,14.766666666666667,2,2604,0.9
52387,61 days 13:36:00,0.9,2,2934,0.798755965
52388,20 days 23:12:00,9.6,3,3273,0.715893676
52389,34 days 00:48:00,4.5,3,4949,0.473451202
52390,85 days 02:24:00,9.333333333333334,4,2858,0.819769069
52391,16 days 18:24:00,4.2,3,2846,0.823021785
52392,80 days 02:24:00,0.8666666666666667,3,2394,0.978404344
52393,39 days 01:36:00,12.7,3,3779,0.619767134
52394,77 days 13:36:00,17.3,5,4040,0.579715347
52395,48 days 19:12:00,18.933333333333334,2,2342,1.0
52396,22 days 12:48:00,22.433333333333334,2,2342,1.0
52397,17 days 04:00:00,16.9,2,4258,0.55
52398,32 days 02:24:00,1.5333333333333334,3,2515,0.931129225
52399,66 days 21:36:00,16.766666666666666,3,4654,0.503104856
52400,17 days 17:36:00,4.966666666666667,3,4347,0.538610536
52401,13 days 08:00:00,1.4666666666666666,4,5232,0.4475
52402,13 days 05:36:00,1.5333333333333334,2,3355,0.697743666
52403,45 days 15:12:00,4.066666666666666,4,4940,0.473838057
52404,21 days 03:12:00,6.866666666666666,2,3934,0.595
52405,104 days 22:24:00,2.7666666666666666,2,3934,0.595
52406,100 days 20:00:00,6.066666666666666,2,1857,1.260387722
52407,54 days 08:00:00,1.2666666666666666,2,3972,0.589252266
52408,53 days 08:00:00,16.366666666666667,3,3585,0.652845188
52409,94 days 08:48:00,7.266666666666667,2,3744,0.625
52410,32 days 20:00:00,4.466666666666667,4,5487,0.426426098
52411,94 days 23:12:00,22.9,2,2577,0.907799767
52412,49 days 18:24:00,0.43333333333333335,4,3304,0.707990315
52413,36 days 20:48:00,19.633333333333333,2,4335,0.539584775
52414,32 days 16:48:00,11.4,2,3575,0.654223776
52415,27 days 08:00:00,11.733333333333333,5,3852,0.607035306
52416,63 days 05:36:00,10.466666666666667,2,3161,0.739512812
52417,16 days 11:12:00,6.066666666666666,5,4144,0.564044402
52418,34 days 10:24:00,12.766666666666667,2,4709,0.49634742
52419,15 days 03:12:00,3.933333333333333,4,2569,0.909770339
52420,94 days 20:00:00,6.9,4,6354,0.367757318
52421,24 days 09:36:00,10.666666666666666,4,2596,0.9
52422,86 days 23:12:00,10.4,3,5157,0.453054101
52423,36 days 08:48:00,19.666666666666668,2,5840,0.4
52424,68 days 01:36:00,0.3333333333333333,5,4433,0.526914054
52425,69 days 12:48:00,20.2,4,4152,0.562512042
52426,15 days 16:48:00,9.8,3,4266,0.547468354
52427,73 days 14:24:00,0.8333333333333334,3,3791,0.616059087
52428,23 days 23:12:00,2.1,3,2944,0.79327106
52429,52 days 05:36:00,0.23333333333333334,5,4507,0.518145108
52430,17 days 04:00:00,16.933333333333334,2,3638,0.641891149
52431,84 days 12:00:00,0.06666666666666667,7,5842,0.399712427
52432,17 days 19:12:00,16.9,3,5600,0.416901786
52433,91 days 11:12:00,0.1,3,3542,0.659096556
52434,26 days 08:48:00,5.266666666666667,4,3146,0.742021615
52435,29 days 16:00:00,12.733333333333333,2,3630,0.643044077
52436,91 days 20:48:00,0.7,6,3748,0.622764141
52437,13 days 22:24:00,3.933333333333333,3,1807,1.29168788
52438,56 days 03:12:00,3.6333333333333333,3,3700,0.6308
52439,44 days 14:24:00,3.066666666666667,3,3468,0.672995963
52440,35 days 05:36:00,22.333333333333332,2,3660,0.637568306
52441,57 days 01:36:00,1.1666666666666667,3,4041,0.577443702
52442,22 days 14:24:00,3.7333333333333334,3,4721,0.49421309
52443,61 days 00:00:00,8.8,3,3519,0.662995169
52444,91 days 03:12:00,2.8333333333333335,5,3035,0.768721582
52445,43 days 04:48:00,11.133333333333333,4,3306,0.705701754
52446,42 days 22:24:00,7.233333333333333,4,4712,0.495
52447,45 days 12:00:00,4.033333333333333,6,6708,0.347692308
52448,79 days 05:36:00,0.7666666666666667,3,5242,0.444914155
52449,96 days 23:12:00,17.2,3,2878,0.810354413
52450,49 days 19:12:00,23.566666666666666,2,3036,0.768181818
52451,51 days 23:12:00,1.3666666666666667,5,5446,0.42823173
52452,112 days 04:48:00,0.7333333333333333,4,2974,0.784132482
52453,14 days 02:24:00,1.5333333333333334,4,3240,0.719753086
52454,101 days 21:36:00,9.4,2,5182,0.45
52455,102 days 09:36:00,6.633333333333334,4,8040,0.29
52456,31 days 22:24:00,16.6,4,7260,0.321157025
52457,14 days 16:48:00,14.466666666666667,2,3558,0.655143339
52458,89 days 14:24:00,7.7,3,3480,0.669827586
52459,18 days 04:00:00,6.666666666666667,4,5188,0.449279106
52460,29 days 09:36:00,1.3666666666666667,3,6855,0.34
52461,28 days 16:00:00,18.733333333333334,2,4653,0.500891898
52462,32 days 01:36:00,16.5,4,4527,0.514777999
52463,31 days 01:36:00,22.4,4,4780,0.4875
52464,19 days 15:12:00,19.266666666666666,2,2709,0.860169804
52465,86 days 01:36:00,2.3333333333333335,4,3456,0.674236111
52466,52 days 20:00:00,6.033333333333333,3,6617,0.352105184
52467,39 days 01:36:00,11.333333333333334,5,5022,0.463908801
52468,52 days 17:36:00,2.066666666666667,3,3435,0.678157205
52469,104 days 01:36:00,0.7333333333333333,4,3417,0.681720808
52470,33 days 17:36:00,0.4666666666666667,6,4309,0.540596426
52471,19 days 04:48:00,5.633333333333334,3,3054,0.762665357
52472,19 days 23:12:00,9.933333333333334,2,2426,0.96
52473,38 days 20:48:00,9.933333333333334,3,2876,0.809700974
52474,13 days 21:36:00,7.9,3,2510,0.927569721
52475,98 days 12:48:00,13.433333333333334,2,3156,0.737674271
52476,44 days 14:24:00,9.033333333333333,3,2932,0.793867667
52477,17 days 23:12:00,6.133333333333334,3,3134,0.742693044
52478,24 days 13:36:00,0.43333333333333335,5,2895,0.804
52479,13 days 05:36:00,3.1,2,3939,0.590891089
52480,63 days 23:12:00,18.166666666666668,3,2909,0.8
52481,81 days 14:24:00,1.0666666666666667,3,5002,0.4652499
52482,41 days 00:00:00,6.366666666666666,3,3194,0.728581716
52483,27 days 12:48:00,0.43333333333333335,3,6845,0.33993718
52484,41 days 14:24:00,21.166666666666668,2,3324,0.7
52485,76 days 09:36:00,3.7333333333333334,2,3226,0.721022939
52486,68 days 22:24:00,8.366666666666667,3,3056,0.761086387
52487,96 days 14:24:00,6.733333333333333,4,2908,0.799776479
52488,16 days 11:12:00,3.4,5,5260,0.442157795
52489,54 days 01:36:00,8.833333333333334,2,3335,0.697286357
52490,72 days 16:00:00,21.166666666666668,2,3041,0.76468267
52491,15 days 22:24:00,9.266666666666667,2,1598,1.455
52492,24 days 05:36:00,22.166666666666668,3,2776,0.837536023
52493,80 days 15:12:00,3.4,2,2702,0.860451517
52494,34 days 12:48:00,9.266666666666667,3,4126,0.56336888
52495,79 days 09:36:00,2.8333333333333335,2,2754,0.844008715
52496,96 days 14:24:00,14.866666666666667,3,3184,0.729993719
52497,22 days 21:36:00,12.7,3,6794,0.342066529
52498,46 days 22:24:00,1.1333333333333333,3,4200,0.553333333
52499,72 days 00:48:00,0.9333333333333333,2,5404,0.43
52500,25 days 06:24:00,3.466666666666667,4,4763,0.487864791
52501,33 days 21:36:00,14.433333333333334,2,1549,1.5
52502,22 days 21:36:00,1.2,2,2544,0.913231132
52503,14 days 19:12:00,4.366666666666666,2,3122,0.744103139
52504,56 days 13:36:00,6.566666666666666,3,4124,0.563297769
52505,13 days 06:24:00,0.3,3,2855,0.813642732
52506,19 days 14:24:00,16.733333333333334,3,2403,0.966666667
52507,33 days 06:24:00,9.0,2,2559,0.907659242
52508,21 days 12:48:00,2.066666666666667,2,3330,0.697378378
52509,24 days 03:12:00,23.966666666666665,2,2602,0.892390469
52510,13 days 05:36:00,1.6,6,3350,0.693119403
52511,41 days 12:48:00,6.2,3,5672,0.409337094
52512,95 days 00:00:00,16.466666666666665,2,2877,0.806916927
52513,14 days 23:12:00,9.566666666666666,3,2877,0.806916927
52514,14 days 08:00:00,14.233333333333333,2,3120,0.744022436
52515,26 days 10:24:00,8.833333333333334,3,3599,0.644968047
52516,72 days 06:24:00,10.4,2,2729,0.850567974
52517,39 days 02:24:00,5.2,2,3934,0.59
52518,33 days 02:24:00,12.5,4,3197,0.725993119
52519,40 days 01:36:00,14.833333333333334,5,3723,0.623341391
52520,50 days 08:00:00,1.0333333333333334,2,2566,0.90436477
52521,72 days 03:12:00,21.1,2,2999,0.773791264
52522,23 days 22:24:00,7.333333333333333,2,2687,0.86350949
52523,25 days 00:48:00,5.233333333333333,6,3480,0.666666667
52524,25 days 14:24:00,21.666666666666668,4,2320,1.0
52525,20 days 12:00:00,1.4333333333333333,4,5364,0.4325
52526,40 days 14:24:00,0.7666666666666667,5,5055,0.458886251
52527,57 days 00:00:00,0.5,3,5118,0.453135991
52528,14 days 07:12:00,1.0666666666666667,5,2835,0.818
52529,45 days 17:36:00,10.8,3,2585,0.897059961
52530,23 days 22:24:00,20.466666666666665,4,3311,0.70025672
52531,102 days 02:24:00,0.5,4,3683,0.629492262
52532,103 days 23:12:00,1.5666666666666667,2,2426,0.955564716
52533,27 days 01:36:00,1.8,5,3241,0.715257637
52534,19 days 19:12:00,3.5,3,5948,0.389710827
52535,52 days 02:24:00,3.9,2,4252,0.545096425
52536,65 days 23:12:00,3.5,4,4528,0.511837456
52537,80 days 00:48:00,3.466666666666667,3,3431,0.675464879
52538,90 days 01:36:00,0.13333333333333333,2,2710,0.855
52539,51 days 07:12:00,6.9,2,3255,0.711809524
52540,74 days 16:48:00,2.066666666666667,2,3774,0.61382088
52541,13 days 12:48:00,0.7,6,5019,0.461538155
52542,43 days 22:24:00,1.9666666666666666,4,3514,0.659203187
52543,15 days 03:12:00,13.8,2,5791,0.4
52544,67 days 13:36:00,3.466666666666667,3,3569,0.649019333
52545,17 days 19:12:00,0.36666666666666664,3,3704,0.625356371
52546,18 days 23:12:00,14.366666666666667,4,2316,1.0
52547,103 days 04:48:00,0.3333333333333333,3,2835,0.816931217
52548,12 days 19:12:00,0.16666666666666666,3,3569,0.648831605
52549,36 days 10:24:00,5.3,6,4933,0.469420231
52550,104 days 00:00:00,4.866666666666666,4,4224,0.548210227
52551,14 days 00:48:00,13.7,2,3308,0.7
52552,68 days 04:00:00,6.233333333333333,3,3195,0.724704225
52553,13 days 08:48:00,1.6,3,3924,0.59
